Day,Rate
0,74.62808018863112
1,74.89967694107663
2,73.13595296578491
3,73.50999253193639
4,74.18100585097316
5,74.9171410298173
6,75.12933837419911
7,75.11468847025805
8,75.33439594018043
9,76.6087787745282
10,76.42021931173844
11,78.38931000223829
12,78.39939384884862
13,80.03102666222048
14,80.0708713838494
15,79.83183756016628
16,78.38816258702298
17,78.85009241993747
18,78.9291389685756
19,78.91807902247379
20,79.32734766195301
21,79.29653125644423
22,79.15228626262531
23,79.85988581112751
24,79.53157757149607
25,79.44512026219395
26,81.58209656187256
27,81.31087194928826
28,81.31006845041972
29,81.02330432370753
30,82.79714605844309
31,80.89370337683884
32,80.33174670723415
33,81.52397761561592
34,81.34612145214498
35,81.34798502495183
36,81.45842409882796
37,81.08644360514558
38,80.83827021075817
39,79.02985452576036
40,79.01959189533403
41,79.54332797404136
42,79.44825858256922
43,79.92621233610465
44,78.86390041226733
45,78.39117560969862
46,77.67610458759322
47,77.07368369798786
48,77.13548156864691
49,77.18931775523686
50,76.99936651834656
51,75.97088656713211
52,76.01455407888615
53,75.16651418694094
54,75.08386718675118
55,75.67464744696571
56,75.59137281002761
57,76.52975066995187
58,77.5632714587283
59,78.28093236728286
60,79.74497871647334
61,79.69363543150747
62,79.81795364004496
63,79.83001654364061
64,80.13817833409111
65,80.01351362280388
66,79.87275602587883
67,80.04704606305859
68,79.26052077882777
69,79.50639859309686
70,79.38751075889606
71,79.40200373871237
72,78.56041822972635
73,78.07438743399213
74,77.55443409469251
75,77.56097840952312
76,77.59713833896085
77,77.56810675446951
78,77.71771645187475
79,77.55628748137255
80,78.63771107073467
81,78.85307719900482
82,79.40807910130886
83,79.35112335890183
84,79.42721876104217
85,79.46434010063349
86,79.44557116279401
87,79.21929662424118
88,78.75060522631154
89,78.94635777741456
90,78.90716801074443
91,78.90716801074443
92,78.95118588165485
93,79.06712836158813
94,79.75222943921182
95,79.5450750870367
96,79.3203233001774
97,78.90671641022195
98,78.96697825324497
99,78.62052018468347
100,79.00892189218843
101,79.33840898443007
102,79.4783572272584
103,79.5613562583076
104,79.62883239890593
105,79.60967775376834
106,79.26368053948916
107,79.47248733202132
108,79.92634761936564
109,80.19414832744225
110,80.4828283753627
111,80.92969999618775
